,total_sqft,bath,price,location,bhk
1797,1850.0,3.0,120.0,Chandan Nagar,3
1802,1677.0,3.0,92.13,Chandan Nagar,3
1803,550.0,1.0,27.0,Chandan Nagar,1
1806,1260.0,2.0,85.05,Chandan Nagar,3
1807,1600.0,3.0,100.0,Chandan Nagar,3
1809,1275.0,3.0,63.43,Chandan Nagar,3
1811,1448.0,4.0,118.0,Chandan Nagar,3
1812,1600.0,3.0,79.0,Chandan Nagar,3
1814,2600.0,3.0,160.0,Chandan Nagar,3
1819,1520.0,2.0,80.0,Chandan Nagar,3
1820,1852.0,3.0,125.0,Chandan Nagar,3
1822,985.0,2.0,50.17,Chandan Nagar,2
1823,883.0,2.0,49.0,Chandan Nagar,2
1826,1095.0,2.0,57.0,Chandan Nagar,2
1828,1116.0,2.0,51.91,Dapodi,2
1829,1207.0,2.0,43.5,Dapodi,2
1830,1847.0,3.0,105.0,Dapodi,3
1831,1910.0,3.0,161.0,Dapodi,3
1832,1035.0,2.0,45.0,Dapodi,2
1833,1600.0,2.0,115.0,Dapodi,2
1834,1515.0,3.0,83.3,Dapodi,3
1835,1475.0,3.0,75.0,Dapodi,3
1837,1200.0,2.0,45.84,Dapodi,2
1838,1170.0,2.0,62.5,Dapodi,2
1839,2264.0,2.0,155.0,Dapodi,3
1840,1739.0,3.0,116.0,Dapodi,3
1841,1200.0,2.0,65.0,Dapodi,2
1842,920.0,2.0,33.0,Dapodi,2
1843,2028.0,4.0,162.0,Dapodi,4
1844,1494.0,2.0,94.55,Dapodi,3
1845,1080.0,2.0,37.8,Dapodi,2
1846,1316.0,2.0,55.5,Dapodi,2
1847,1850.0,3.0,168.0,Dapodi,3
1848,3750.0,6.0,290.0,Dapodi,4
1849,1680.0,3.0,112.0,Dapodi,3
1850,1250.0,3.0,65.0,Dapodi,3
1851,1100.0,2.0,38.45,Dapodi,2
1852,1562.0,3.0,103.0,Dapodi,3
1853,3010.0,3.0,200.0,Dapodi,3
1855,1900.0,3.0,108.0,Dapodi,3
1856,1672.0,3.0,150.0,Dapodi,3
1857,875.0,2.0,33.0,Dapodi,2
1858,1115.0,2.0,65.12,Dapodi,2
1859,1445.0,3.0,86.56,Dapodi,3
1860,1500.0,2.0,100.0,Dapodi,3
1861,1476.0,3.0,95.0,Dapodi,3
1862,2270.0,3.0,180.0,Dapodi,3
1863,1500.0,3.0,121.0,Dapodi,3
1865,1350.0,2.0,41.0,Dapodi,2
1866,2600.0,4.0,260.0,Dapodi,4
1867,2462.0,6.0,150.0,Dapodi,4
1868,4500.0,4.0,360.0,Dapodi,3
1869,1000.0,2.0,60.0,Dapodi,2
1870,1120.0,2.0,37.97,Dapodi,2
1871,1520.0,2.0,125.0,Dapodi,3
1872,1100.0,2.0,55.0,Dapodi,2
1873,670.0,1.0,35.0,Dapodi,1
1874,1140.0,2.0,49.27,Dapodi,2
1875,1148.0,2.0,59.0,Dapodi,2
1877,1322.0,2.0,75.0,Dapodi,2
1878,1126.0,2.0,39.0,Dapodi,2
1879,1350.0,3.0,78.3,Dapodi,3
1880,1762.0,3.0,133.0,Dapodi,3
1881,1230.0,2.0,55.0,Dapodi,2
1882,1306.0,2.0,44.17,Dapodi,2
1883,1047.0,2.0,82.62,Dapodi,2
1884,1760.0,3.0,140.0,Dapodi,3
1886,1140.0,2.0,33.84,Dapodi,2
1887,1128.0,2.0,40.0,Dapodi,2
1888,1000.0,2.0,60.0,Dapodi,2
1889,2500.0,3.0,190.0,Dapodi,3
1891,1145.0,2.0,46.0,Dapodi,2
1893,1858.0,3.0,123.0,Dapodi,3
1894,1250.0,2.0,68.0,Dapodi,2
1895,1020.0,2.0,49.0,Dapodi,2
1896,2500.0,3.0,180.0,Dapodi,5
1897,1650.0,3.0,110.0,Dapodi,3
1899,2062.0,3.0,140.0,Dapodi,4
1900,600.0,2.0,35.0,Dapodi,1
1901,1820.0,4.0,95.0,Dapodi,3
1902,1020.0,2.0,48.45,Dapodi,2
1903,1476.0,3.0,105.0,Dapodi,3
1904,1080.0,2.0,60.0,Dapodi,2
1906,1247.0,2.0,47.39,Dapodi,2
1907,1050.0,2.0,52.08,Dapodi,2
1908,2996.0,4.0,200.0,Dapodi,4
1909,1275.0,2.0,69.0,Dapodi,2
1911,1000.0,2.0,50.0,Dapodi,2
1912,1300.0,2.0,67.0,Dapodi,2
1914,1006.0,2.0,44.0,Dapodi,2
1915,1890.0,3.0,109.0,Dapodi,3
1916,1346.0,2.0,67.38,Dapodi,2
1917,1200.0,2.0,83.0,Dapodi,2
1918,933.0,2.0,66.0,Dapodi,2
1919,1383.0,2.0,76.18,Dapodi,3
1921,1060.0,2.0,55.0,Dapodi,2
1923,1250.0,2.0,85.0,Dapodi,2
1925,1000.0,2.0,52.0,Dapodi,2
1926,6652.0,6.0,510.0,Dapodi,4
1928,1590.0,2.0,135.0,Dapodi,3
1930,1310.0,2.0,67.0,Dapodi,2
1933,1130.0,2.0,32.64,Dapodi,2
1934,1454.0,2.0,90.0,Dapodi,2
1935,1300.0,3.0,65.0,Dapodi,2
1937,1082.0,2.0,55.0,Dapodi,3
1938,1200.0,2.0,36.0,Dapodi,2
1939,1150.0,2.0,55.0,Dapodi,2
1940,2800.0,6.0,110.0,Dapodi,7
1942,1258.5,2.0,59.135,Dapodi,2
1944,1100.0,2.0,45.0,Deccan Gymkhana,2
1945,3252.0,4.0,230.0,Deccan Gymkhana,4
1946,950.0,2.0,32.0,Deccan Gymkhana,2
1947,416.0,1.0,18.5,Deccan Gymkhana,1
1950,1278.0,2.0,95.0,Deccan Gymkhana,2
1954,1200.0,2.0,43.2,Deccan Gymkhana,2
1956,980.0,2.0,45.47,Deccan Gymkhana,2
1957,1482.0,2.0,87.0,Deccan Gymkhana,3
1958,1150.0,2.0,42.0,Deccan Gymkhana,2
1959,1139.0,2.0,62.0,Deccan Gymkhana,2
1960,1430.0,2.0,97.52,Deccan Gymkhana,2
1962,950.0,2.0,45.0,Deccan Gymkhana,2
1963,1350.0,2.0,67.5,Deccan Gymkhana,2
1964,1187.0,2.0,52.0,Deccan Gymkhana,2
1965,2257.0,4.0,157.0,Deccan Gymkhana,3
1966,5000.0,5.0,395.0,Deccan Gymkhana,4
1967,977.0,2.0,36.0,Deccan Gymkhana,2
1968,1199.0,2.0,50.0,Deccan Gymkhana,2
1971,1285.0,2.0,55.9,Deccan Gymkhana,2
1972,1231.0,2.0,48.0,Deccan Gymkhana,2
1973,2072.0,4.0,139.0,Deccan Gymkhana,3
1974,794.0,1.0,65.0,Deccan Gymkhana,1
1975,1590.0,2.0,135.0,Deccan Gymkhana,3
1976,1159.0,2.0,60.0,Deccan Gymkhana,2
1977,1296.0,2.0,72.0,Deccan Gymkhana,2
1978,1185.0,2.0,85.0,Deccan Gymkhana,2
1979,650.0,2.0,59.0,Deccan Gymkhana,2
1981,1418.0,2.0,78.0,Deccan Gymkhana,2
1982,950.0,2.0,60.0,Deccan Gymkhana,2
1983,1000.0,2.0,60.0,Deccan Gymkhana,2
1984,950.0,2.0,47.0,Deccan Gymkhana,2
1987,1483.0,2.0,98.0,Deccan Gymkhana,2
1988,830.0,2.0,60.0,Deccan Gymkhana,2
1989,1070.0,2.0,46.0,Deccan Gymkhana,2
1990,1200.0,2.0,75.0,Deccan Gymkhana,3
1991,1050.0,2.0,65.0,Deccan Gymkhana,2
1993,1250.0,2.0,55.55,Deccan Gymkhana,2
1994,1365.0,3.0,99.0,Deccan Gymkhana,3
1995,1200.0,2.0,65.0,Deccan Gymkhana,2
1996,1400.0,3.0,92.0,Deccan Gymkhana,3
1997,920.0,2.0,37.2,Deccan Gymkhana,2
1998,1200.0,4.0,95.0,Deccan Gymkhana,4
1999,1200.0,2.0,75.0,Deccan Gymkhana,2
2000,1240.0,2.0,43.94,Deccan Gymkhana,2
2001,1492.0,2.0,65.0,Deccan Gymkhana,2
2002,1105.0,2.0,90.0,Deccan Gymkhana,2
2003,2000.0,2.0,160.0,Deccan Gymkhana,2
2004,1260.0,2.0,76.0,Deccan Gymkhana,3
2005,5720.0,3.0,350.0,Deccan Gymkhana,3
2006,1216.0,2.0,75.0,Deccan Gymkhana,2
2007,2400.0,3.0,180.0,Deccan Gymkhana,3
2008,800.0,1.0,32.0,Deccan Gymkhana,2
2010,1304.0,2.0,111.0,Deccan Gymkhana,2
2011,1205.0,2.0,70.0,Deccan Gymkhana,2
2013,1225.0,2.0,82.0,Deccan Gymkhana,3
2014,3565.0,4.0,255.0,Deccan Gymkhana,4
2016,1260.0,2.0,95.0,Deccan Gymkhana,3
2018,1050.0,2.0,52.07,Deccan Gymkhana,2
2019,1865.0,3.0,139.0,Deccan Gymkhana,3
2021,1056.0,2.0,65.0,Deccan Gymkhana,2
2022,1150.0,2.0,55.0,Deccan Gymkhana,2
2023,950.0,2.0,35.0,Deccan Gymkhana,2
2024,1050.0,2.0,77.47,Deccan Gymkhana,2
2025,3400.0,4.0,200.0,Deccan Gymkhana,4
2026,650.0,1.0,40.0,Deccan Gymkhana,1
2027,1216.0,2.0,73.0,Deccan Gymkhana,2
2029,1202.0,2.0,65.0,Deccan Gymkhana,2
2030,3940.0,5.0,265.0,Deccan Gymkhana,4
2032,1098.0,2.0,71.0,Deccan Gymkhana,2
2033,1081.0,2.0,39.0,Deccan Gymkhana,2
2035,980.0,2.0,57.0,Deccan Gymkhana,2
2036,1272.0,2.0,50.0,Deccan Gymkhana,2
2037,1200.0,2.0,54.0,Deccan Gymkhana,2
2038,1200.0,2.0,90.0,Deccan Gymkhana,3
2040,976.0,2.0,50.0,Deccan Gymkhana,2
2041,1250.0,2.0,77.13,Deccan Gymkhana,3
2042,1220.0,2.0,39.0,Deccan Gymkhana,2
2043,1150.0,2.0,46.0,Deccan Gymkhana,2
2044,1216.0,2.0,70.0,Deccan Gymkhana,2
2045,1010.0,2.0,52.0,Deccan Gymkhana,2
2046,3633.0,5.0,335.0,Deccan Gymkhana,4
2047,1116.0,2.0,48.76,Deccan Gymkhana,2
2048,1150.0,2.0,47.0,Deccan Gymkhana,2
2049,1404.0,2.0,67.5,Deccan Gymkhana,2
2051,1100.0,2.0,65.0,Deccan Gymkhana,2
2053,1418.0,2.0,62.0,Deccan Gymkhana,2
2054,1800.0,5.0,140.0,Deccan Gymkhana,6
2056,3700.0,4.0,225.0,Dehu Road,4
2057,525.0,1.0,26.0,Dehu Road,1
2058,1200.0,2.0,65.0,Dehu Road,2
2060,1100.0,2.0,98.0,Dehu Road,2
2062,1120.0,2.0,65.0,Dehu Road,2
2063,630.0,1.0,40.0,Dehu Road,1
2064,650.0,2.0,42.0,Dehu Road,2
2065,1161.0,2.0,64.08,Dehu Road,2
2066,2400.0,3.0,170.0,Dehu Road,3
2067,1120.0,2.0,55.0,Dehu Road,2
2068,935.0,2.0,32.72,Dehu Road,2
2069,1080.0,2.0,80.0,Dehu Road,2
2071,1310.0,2.0,50.0,Dehu Road,2
2072,1000.0,2.0,40.0,Dehu Road,2
2073,800.0,2.0,50.0,Dehu Road,2
2074,1230.0,3.0,47.0,Dehu Road,2
2075,1050.0,2.0,43.0,Dehu Road,2
2076,1050.0,2.0,43.0,Dehu Road,2
2077,1022.0,2.0,52.0,Dehu Road,2
2078,950.0,2.0,38.0,Dehu Road,2
2079,1164.0,2.0,56.0,Dehu Road,2
2080,1055.0,2.0,55.0,Dehu Road,2
2081,1385.0,2.0,83.09,Dehu Road,2
2082,1020.0,2.0,41.0,Dehu Road,2
2084,1174.0,2.0,74.0,Dehu Road,2
2085,1200.0,2.0,53.0,Dehu Road,2
2086,1090.0,2.0,43.59,Dehu Road,2
2087,902.0,2.0,49.0,Dehu Road,2
2089,925.0,2.0,38.0,Dehu Road,2
2090,1265.0,2.0,82.0,Dehu Road,3
2091,1200.0,2.0,75.0,Dehu Road,2
2092,1080.0,2.0,37.8,Dehu Road,2
2094,1270.0,2.0,100.0,Dehu Road,2
2095,615.0,1.0,44.0,Dehu Road,1
2096,1020.0,2.0,57.0,Dehu Road,2
2097,1500.0,3.0,88.0,Dehu Road,3
2098,1067.0,2.0,60.0,Dehu Road,2
2099,1071.0,2.0,62.0,Dehu Road,2
2101,1009.0,2.0,56.0,Dehu Road,2
2102,1253.0,2.0,65.8,Dehu Road,2
2103,985.0,2.0,55.0,Dehu Road,2
2106,1500.0,3.0,125.0,Dehu Road,3
2107,1162.0,2.0,65.0,Dehu Road,2
2108,1265.0,2.0,78.0,Dehu Road,2
2110,1850.0,3.0,140.0,Dehu Road,3
2111,610.0,1.0,39.0,Dehu Road,1
2113,2856.0,5.0,157.5,Dehu Road,4
2114,1210.0,2.0,80.0,Dehu Road,2
2116,1044.0,2.0,60.0,Dehu Road,2
2117,1265.0,2.0,83.0,Dehu Road,2
2118,1740.0,3.0,150.0,Dehu Road,3
2119,1500.0,3.0,90.0,Dehu Road,3
2121,1120.0,2.0,60.0,Dehu Road,2
2124,525.0,2.0,29.25,Dehu Road,1
2125,2400.0,4.0,143.0,Dehu Road,4
2126,2750.0,5.0,240.0,Dehu Road,4
2127,700.0,2.0,35.0,Dehu Road,2
2128,1240.0,2.0,65.0,Dehu Road,2
2129,2500.0,6.0,81.0,Dehu Road,6
2130,825.0,2.0,35.0,Dehu Road,2
2131,1286.0,2.0,68.0,Dehu Road,3
2132,5400.0,3.0,400.0,Dehu Road,3
2133,1550.0,3.0,85.0,Dehu Road,3
2135,1495.0,2.0,110.0,Dehu Road,2
2136,1721.0,3.0,93.0,Dehu Road,3
2137,1000.0,2.0,35.0,Dehu Road,2
2139,1715.0,3.0,95.0,Dehu Road,3
2140,2400.0,4.0,150.0,Dehu Road,4
2141,1200.0,2.0,53.5,Dehu Road,2
2142,935.0,2.0,32.0,Dehu Road,2
2143,2135.0,3.0,149.0,Dehu Road,4
2144,1155.0,2.0,57.0,Dehu Road,2
2145,1164.0,2.0,75.0,Dehu Road,2
2146,1296.0,2.0,105.0,Dehu Road,2
2147,1948.0,4.0,129.0,Dehu Road,4
2148,994.0,2.0,42.28,Dehu Road,2
2149,2546.0,3.0,170.0,Dehu Road,3
2150,1060.0,2.0,58.3,Dehu Road,3
2151,1243.0,2.0,46.0,Dehu Road,2
2152,1473.0,2.0,85.0,Dehu Road,2
2154,2200.0,2.0,190.0,Dehu Road,3
2155,1260.0,2.0,75.0,Dehu Road,2
2157,1600.0,3.0,120.0,Dehu Road,3
2158,2000.0,3.0,180.0,Dehu Road,4
2159,1762.0,3.0,109.0,Dehu Road,3
2160,1370.0,2.0,60.0,Dehu Road,2
2161,1220.0,2.0,60.0,Dehu Road,2
2164,1200.0,2.0,46.0,Dehu Road,2
2165,3596.0,5.0,251.0,Dehu Road,4
2166,1245.0,2.0,60.0,Dehu Road,2
2167,1100.0,2.0,48.0,Dhankawadi,2
2168,2497.0,3.0,140.0,Dhankawadi,3
2170,1665.0,3.0,95.0,Dhankawadi,3
2171,1040.0,2.0,48.5,Dhankawadi,2
2173,1083.0,2.0,61.75,Dhankawadi,2
2174,2181.0,3.0,152.0,Dhankawadi,4
2175,1100.0,3.0,58.0,Dhankawadi,3
2176,1325.0,2.0,71.55,Dhankawadi,2
2177,1290.0,2.0,74.0,Dhankawadi,2
2178,1480.0,2.0,65.0,Dhankawadi,2
2180,510.0,1.0,25.25,Dhankawadi,1
2181,2280.0,5.0,200.0,Dhankawadi,5
2182,1128.0,2.0,38.24,Dhankawadi,2
2184,1050.0,2.0,62.0,Dhankawadi,2
2185,1185.0,2.0,47.39,Dhankawadi,2
2187,581.91,2.0,25.0,Dhankawadi,1
2188,2000.0,4.0,139.0,Dhankawadi,4
2190,1270.0,2.0,83.0,Dhankawadi,2
2191,1050.0,2.0,45.0,Dhankawadi,2
2194,1200.0,2.0,42.0,Dhankawadi,2
2195,1346.0,2.0,96.17,Dhankawadi,2
2196,2100.0,3.0,170.0,Dhankawadi,3
2197,1400.0,2.0,65.0,Dhankawadi,2
2198,1200.0,3.0,78.0,Dhankawadi,3
2200,1300.0,2.0,65.0,Dhankawadi,2
2202,2238.0,3.0,140.0,Dhankawadi,3
2203,1197.0,2.0,79.0,Dhankawadi,2
2204,1023.0,2.0,42.0,Dhankawadi,2
2207,1650.0,3.0,86.45,Dhankawadi,3
2208,2400.0,3.0,150.0,Dhankawadi,7
2209,708.0,1.0,28.32,Dhankawadi,1
2211,1110.0,2.0,65.0,Dhankawadi,2
2213,1060.0,2.0,35.0,Dhankawadi,2
2214,2266.0,3.0,169.0,Dhankawadi,3
2215,1190.0,2.0,60.0,Dhankawadi,2
2216,982.0,2.0,55.0,Dhankawadi,2
2217,3401.0,5.0,230.0,Dhankawadi,4
2218,1334.0,2.0,42.69,Dhankawadi,2
2219,1200.0,2.0,53.0,Dhankawadi,2
2221,1301.0,2.0,65.0,Dhankawadi,2
2222,1073.0,2.0,60.0,Dhankawadi,2
2224,1065.0,2.0,45.0,Dhankawadi,2
2225,1000.0,2.0,48.0,Dhankawadi,2
2226,1489.0,2.0,82.0,Dhankawadi,3
2227,905.0,1.0,62.0,Dhankawadi,1
2228,2710.0,6.0,142.0,Dhankawadi,4
2229,1180.0,2.0,56.0,Dhankawadi,2
2230,1200.0,2.0,42.0,Dhankawadi,2
2231,1352.0,3.0,93.0,Dhankawadi,2
2233,1700.0,3.0,88.2,Dhankawadi,3
2235,1015.0,2.0,37.0,Dhankawadi,2
2236,1503.0,2.0,93.0,Dhankawadi,3
2237,1419.0,2.0,87.0,Dhankawadi,3
2238,1142.0,2.0,65.0,Dhankawadi,2
2239,1680.0,3.0,117.0,Dhankawadi,3
2240,1350.0,2.0,65.0,Dhankawadi,2
2241,1200.0,2.0,80.0,Dhankawadi,2
2243,1200.0,3.0,66.0,Dhankawadi,3
2244,1360.0,3.0,75.0,Dhankawadi,3
2245,1400.0,2.0,45.0,Dhankawadi,2
2246,1350.0,2.0,45.0,Dhankawadi,1
2247,1860.0,3.0,130.0,Dhankawadi,3
2248,2990.0,3.0,198.0,Dhankawadi,4
2249,865.0,2.0,40.0,Dhankawadi,2
2250,1270.0,2.0,80.0,Dhankawadi,2
2251,845.0,2.0,45.82,Dhankawadi,2
2252,1200.0,2.0,48.0,Dhankawadi,2
2253,1059.0,2.0,62.0,Dhankawadi,2
2254,1300.0,2.0,80.0,Dhankawadi,2
2255,2980.0,4.0,260.0,Dhankawadi,3
2256,1200.0,2.0,55.0,Dhankawadi,2
2257,795.0,1.0,32.6,Dhankawadi,2
2258,4190.0,4.0,325.0,Dhankawadi,4
2259,1000.0,2.0,58.0,Dhankawadi,2
2262,1130.0,2.0,36.0,Dhankawadi,2
2263,935.0,2.0,45.0,Dhankawadi,2
2264,929.0,1.0,51.0,Dhankawadi,2
2266,1150.0,2.0,40.0,Dhankawadi,2
2267,1392.0,3.0,69.46,Dhankawadi,3
2271,1750.0,3.0,105.0,Dhankawadi,3
2272,1350.0,3.0,80.99,Dhankawadi,3
2273,1745.0,3.0,140.0,Dhankawadi,3
2274,2500.0,4.0,170.0,Dhankawadi,4
2275,1065.0,2.0,30.75,Dhankawadi,2
2276,1715.0,3.0,120.0,Dhankawadi,3
2277,1346.0,2.0,74.03,Dhankawadi,2
2278,1153.0,2.0,58.0,Dhankawadi,2
2280,964.0,2.0,62.0,Dhankawadi,2
2281,1160.0,2.0,65.0,Dhankawadi,2
2282,1583.0,3.0,95.23,Dhankawadi,3
2283,1850.0,3.0,110.0,Dhankawadi,3
2284,1267.0,3.0,78.0,Dhankawadi,2
2286,3360.0,5.0,221.0,Dhankawadi,4
2290,1175.0,2.0,82.0,Dhayari Phata,2
2291,720.0,2.0,45.0,Dhayari Phata,2
2293,600.0,2.0,55.0,Dhayari Phata,2
2294,1200.0,4.0,90.0,Dhayari Phata,4
2295,1200.0,3.0,95.0,Dhayari Phata,3
2297,2557.0,3.0,141.0,Dhayari Phata,3
2298,1897.0,3.0,120.0,Dhayari Phata,3
2300,1360.0,2.0,85.0,Dhayari Phata,3
2301,1515.0,3.0,93.93,Dhayari Phata,3
2302,2611.0,3.0,239.0,Dhayari Phata,3
2303,1100.0,2.0,71.5,Dhayari Phata,2
2304,1245.0,2.0,86.28,Dhayari Phata,2
2307,1655.0,3.0,115.0,Dhayari Phata,3
2310,1700.0,3.0,97.0,Dhayari Phata,3
2311,1555.0,3.0,82.5,Dhayari Phata,3
2313,1149.0,2.0,75.0,Dhayari Phata,2
2314,648.0,1.0,31.75,Dhayari Phata,1
2319,2690.0,4.0,191.0,Dhayari Phata,4
2323,1856.0,3.0,135.0,Dhayari Phata,3
2324,1680.0,3.0,160.0,Dhayari Phata,3
2325,1150.0,2.0,74.0,Dhayari Phata,2
2327,1165.0,2.0,75.0,Dhayari Phata,2
2330,2065.0,3.0,130.0,Dhayari Phata,3
2334,600.0,1.0,20.0,Dhayari Phata,1
2335,630.0,1.0,60.0,Dhayari Phata,1
2336,924.0,2.0,76.23,Dhayari Phata,2
2339,658.0,1.0,34.0,Dhayari Phata,1
2340,1700.0,3.0,93.5,Dhayari Phata,3
2344,3820.0,1.0,306.0,Dhayari Phata,1
2348,1390.0,2.0,95.0,Dhayari Phata,2
2353,1567.0,3.0,140.0,Dhayari Phata,2
2357,1225.0,2.0,69.0,Dhayari Phata,3
2358,1850.0,4.0,120.0,Dhayari Phata,3
2365,654.0,1.0,38.0,Dhayari Phata,1
2366,4200.0,4.0,255.0,Dhayari Phata,4
2368,1209.0,2.0,100.0,Dhayari Phata,2
2370,1150.0,2.0,90.0,Dhayari Phata,2
2372,1012.0,2.0,65.0,Dhayari Phata,2
2373,1762.0,3.0,112.0,Dhayari Phata,3
2375,3750.0,6.0,295.0,Dhayari Phata,5
2380,1178.0,2.0,80.0,Dhayari Phata,2
2382,2072.0,4.0,151.0,Dhayari Phata,3
2383,1065.0,2.0,70.0,Dhayari Phata,2
2384,1945.0,3.0,115.0,Dhayari Phata,3
2385,1242.0,2.0,78.0,Dhayari Phata,2
2389,2940.0,6.0,201.0,Dhayari Phata,4
2393,2400.0,4.0,180.0,Dhayari Phata,4
2395,2650.0,4.0,223.0,Dhayari Phata,4
2399,3385.0,4.0,220.0,Dhayari Phata,4
2400,1510.0,2.0,110.0,Dhayari Phata,3
2403,1755.0,3.0,122.0,Dhole Patil Road,3
2404,1436.0,3.0,74.75,Dhole Patil Road,3
2405,1475.0,3.0,78.29,Dhole Patil Road,3
2406,1850.0,3.0,150.0,Dhole Patil Road,3
2407,1511.0,3.0,95.0,Dhole Patil Road,3
2408,1630.0,3.0,85.0,Dhole Patil Road,3
2409,2300.0,3.0,120.0,Dhole Patil Road,3
2410,2500.0,6.0,115.0,Dhole Patil Road,7
2411,1396.0,2.0,86.51,Dhole Patil Road,3
2412,1480.0,3.0,90.0,Dhole Patil Road,3
2413,996.0,2.0,67.0,Dhole Patil Road,2
2415,1865.0,3.0,124.0,Dhole Patil Road,3
2417,1875.0,2.0,150.0,Dhole Patil Road,3
2418,1158.0,2.0,85.0,Dhole Patil Road,3
2419,1533.0,3.0,115.0,Dhole Patil Road,3
2426,1290.0,2.0,100.0,Dhole Patil Road,2
2427,1476.0,2.0,98.94,Dhole Patil Road,3
2428,2180.0,3.0,170.0,Dhole Patil Road,3
2431,1801.0,3.0,140.0,Dhole Patil Road,3
2432,2200.0,3.0,130.0,Dhole Patil Road,3
2434,525.0,1.0,30.0,Dhole Patil Road,1
2442,1400.0,2.0,82.0,Dhole Patil Road,2
2443,600.0,3.0,45.0,Dhole Patil Road,2
2446,1200.0,2.0,66.0,Dhole Patil Road,3
2447,1418.0,2.0,104.0,Dhole Patil Road,2
2449,1500.0,2.0,88.0,Dhole Patil Road,2
2451,2640.0,5.0,142.0,Dhole Patil Road,3
2452,1850.0,3.0,150.0,Dhole Patil Road,3
2454,530.0,1.0,29.44,Dhole Patil Road,1
2456,1890.0,3.0,108.0,Dhole Patil Road,3
2459,1000.0,2.0,62.0,Dhole Patil Road,2
2460,2000.0,4.0,145.0,Dhole Patil Road,5
2464,1500.0,3.0,104.0,Dhole Patil Road,3
2466,1785.0,3.0,120.0,Dhole Patil Road,3
2470,965.0,2.0,56.0,Dhole Patil Road,2
2474,1120.0,2.0,65.0,Dhole Patil Road,2
2477,1998.0,3.0,117.0,Dhole Patil Road,3
2478,600.0,1.0,45.0,Dhole Patil Road,1
2484,697.0,1.0,35.0,Dhole Patil Road,1
2485,1310.0,2.0,111.0,Dhole Patil Road,2
2486,1169.0,2.0,75.0,Dhole Patil Road,2
2488,1303.0,2.0,80.0,Dhole Patil Road,2
2490,1679.0,3.0,94.86,Dhole Patil Road,3
2491,2630.0,5.0,188.0,Dhole Patil Road,4
2494,703.0,2.0,60.0,Dhole Patil Road,2
2497,1881.0,3.0,145.0,Dhole Patil Road,3
2502,1441.0,2.0,115.0,Dhole Patil Road,2
2503,1633.0,3.0,110.0,Dhole Patil Road,3
2505,1200.0,2.0,66.0,Dhole Patil Road,3
2506,1980.0,4.0,166.0,Dhole Patil Road,3
2510,700.0,1.0,25.5,Dhole Patil Road,1
2512,1876.0,3.0,150.0,Dhole Patil Road,3
2514,615.0,1.0,43.08,Dhole Patil Road,1
2518,1012.0,2.0,62.0,Dhole Patil Road,2
2520,1100.0,2.0,75.0,Erandwane,2
2521,1580.0,3.0,100.0,Erandwane,3
2522,1438.0,2.0,100.0,Erandwane,2
2525,1240.0,2.0,60.0,Erandwane,2
2527,1050.0,2.0,52.07,Erandwane,2
2528,1875.0,3.0,110.0,Erandwane,3
2529,924.0,2.0,65.0,Erandwane,2
2531,1157.0,2.0,75.0,Erandwane,3
2534,1065.0,2.0,42.6,Erandwane,2
2535,1354.0,3.0,90.0,Erandwane,3
2537,1015.0,2.0,43.0,Erandwane,2
2538,1050.0,2.0,85.0,Erandwane,2
2539,1800.0,4.0,145.0,Erandwane,4
2542,3500.0,4.0,330.0,Erandwane,3
2543,1190.0,2.0,67.0,Erandwane,2
2544,1850.0,3.0,140.0,Erandwane,3
2545,920.0,2.0,37.46,Erandwane,2
2546,1697.0,3.0,115.0,Erandwane,3
2547,850.0,2.0,55.0,Erandwane,2
2548,1447.0,2.0,75.97,Erandwane,2
2549,1088.0,2.0,68.0,Erandwane,2
2553,2885.0,3.0,185.0,Erandwane,4
2554,2100.0,6.0,71.0,Erandwane,6
2555,1310.0,2.0,72.0,Erandwane,2
2559,1787.0,3.0,123.0,Erandwane,3
2560,1340.0,2.0,77.0,Erandwane,2
2561,1363.0,2.0,79.0,Erandwane,2
2562,1615.0,3.0,115.0,Erandwane,3
2563,1314.0,2.0,68.8,Erandwane,2
2564,500.0,1.0,17.0,Erandwane,1
2567,1550.0,4.0,120.0,Erandwane,4
2569,1198.0,2.0,65.0,Erandwane,2
2571,1682.0,3.0,113.0,Erandwane,3
2572,1215.0,2.0,59.0,Erandwane,2
2574,1083.0,2.0,100.0,Erandwane,2
2576,1877.0,4.0,150.0,Erandwane,3
2577,2047.0,3.0,136.0,Erandwane,3
2578,810.0,2.0,34.5,Erandwane,2
2579,1051.0,2.0,61.0,Erandwane,2
2580,1200.0,2.0,58.0,Erandwane,2
2581,1050.0,2.0,80.0,Erandwane,2
2582,1116.0,2.0,40.0,Erandwane,2
2583,762.5,1.0,45.4,Erandwane,1
2586,1225.0,2.0,48.0,Erandwane,2
2587,1025.0,2.0,35.88,Erandwane,2
2588,2388.0,3.0,195.0,Erandwane,3
2589,1800.0,3.0,150.0,Erandwane,3
2590,1139.0,2.0,72.0,Erandwane,2
2591,1445.0,2.0,82.0,Erandwane,2
2592,2400.0,2.0,230.0,Erandwane,1
2593,1352.0,2.0,72.0,Erandwane,2
2594,933.0,2.0,55.0,Erandwane,2
2595,1560.0,2.0,125.0,Erandwane,3
2596,1416.0,2.0,85.0,Erandwane,3
2598,1225.0,2.0,48.0,Erandwane,2
2599,1155.0,2.0,69.18,Erandwane,2
